Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES
13173,UNIDADE METROPOLITANA DE ENSINO SUPERIOR E TECNICO LTDA - ME,10.684.196/0001-34,Privada com fins lucrativos,14069,FACULDADE DE TECNOLOGIA PORTO SUL (FAPS),FAPS,(13)35967579,http://www.faps.com.br,paulo@fals.com.br,Avenida Presidente Kennedy - 4000 - CEP: 11703-200 - AVIACAO,Praia Grande,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2011-08-16,3,2017,-,,3,2019,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15715,FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA (FATEC LINS),FATEC LINS,(14) 3532 5182,www.fateclins.edu.br,secretaria@fateclins.edu.br,Estrada Mário Covas Júnior - S/N - CEP: 16400-000 - Zona Rural,Lins,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2010-01-01,-,,-,,3,2019,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,36,FACULDADE DE TECNOLOGIA RUBENS LARA (FATEC-BS),FATEC-BS,13 32276003,www.fatecrl.edu.br,f005acad@cps.sp.gov.br,Avenida Bartolomeu de Gusmão 110 Fatec - Faculdade de Tecnólogia da Baixada Santista - 110 - CEP: 11045-908 - Aparecida,Santos,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,1986-10-31,-,,-,,3,2019,,,,Ativa
3323,SAINT PAUL EDUCACIONAL LTDA.,06.893.786/0001-08,Privada com fins lucrativos,12661,FACULDADE DE TECNOLOGIA SAINT PAUL,-,(11) 3513-6900,www.saintpaul.com.br,tatiana.sanchez@saintpaul.com.br; jcsecurato@saintpaul.com.br;raquel@saintpaul.com.br,Rua Pamplona - 1616 - CEP: 01405-002 - Jardim Paulista,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2011-09-19,4,2016,-,,5,2019,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15585,Faculdade de Tecnologia Santo André (FATEC-SA),FATEC-SA,(11) 4437-2215,www.fatecsantoandre.com.br,fatecstdo@gmail.com,Rua Prefeito Justino Paixão - 150 - CEP: 09020-130 - Centro,Santo André,SP,Faculdade,,Publica,Pública Estadual,,-,,-,,-,,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,19501,Faculdade de Tecnologia Sebrae (FATEC SEBRAE),FATEC SEBRAE,11-33311199,www.fatecsebrae.edu.br,f.sebrae.dir@centropaulasouza.sp.gov.br,Alameda Nothmann - 598 - CEP: 01216-000 - Campos Elíseos,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2014-01-18,-,,-,,4,2019,,,,Ativa
14376,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,03.965.450/0001-07,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,15135,FACULDADE DE TECNOLOGIA SENAC AMAZONAS,-,(92) 3216-5740,www.am.senac.br/faculdade,alcimar.marques@am.sena.br; silvana.carvalho@am.senac.br; fabiana.lucena@am.senac.br,RUA 10 DE JULHO - 11 - CEP: 69010-060 - Centro,Manaus,AM,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2016-04-06,3,2014,-,,3,2019,,,,Ativa
15974,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,03.541.088/0001-47,Privada sem fins lucrativos,21995,Faculdade de Tecnologia Senac Curitiba,-,41 32194700,www.pr.senac.br,,Rua André de Barros - 750 - CEP: 80010-080 - Centro,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2018-12-20,4,2018,-,,-,,,,,Ativa
15974,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,03.541.088/0001-47,Privada sem fins lucrativos,22102,Faculdade de Tecnologia Senac Curitiba Portão,-,(41) 3314-5850,www.pr.senac.br,,Rua Calixto Razolini - 215 - CEP: 81070-060 - Portão,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2019-01-15,4,2018,-,,-,,,,,Ativa
15974,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,03.541.088/0001-47,Privada sem fins lucrativos,21821,Faculdade de Tecnologia Senac Maringá,-,44 3218-5100,www.pr.senac.br,,Avenida Colombo - 6225 - CEP: 87020-000 - Jardim Universitário,Maringá,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2018-11-05,4,2018,-,,-,,,,,Ativa
1756,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MINAS,03.447.242/0001-16,Privada sem fins lucrativos,12848,FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BARBACENA,-,(31) 3048-9379 / (31) 3048-9712 / (31) 3048-9700 / (31) 99618-2632,www.mg.senac.br/faculdade,paula.angelis@mg.senac.br,Rua Mucurí - 201 - CEP: 36205-420 - Caiçaras,Barbacena,MG,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2012-01-02,4,2017,-,,-,,,,,Ativa
1756,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MINAS,03.447.242/0001-16,Privada sem fins lucrativos,12772,FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BELO HORIZONTE (FTS),FTS,(31) 3048-9369/(31) 3048-9712 /(31) 3048-9700 /(31) 99618-2632,www.mg.senac.br/faculdade,paula.angelis@mg.senac.br,Rua Tupinambás - 1038 - CEP: 30180-100 - Centro,Belo Horizonte,MG,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2012-04-09,4,2017,-,,3,2019,,,,Ativa
2200,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC AR/RS,03.422.707/0001-84,Privada sem fins lucrativos,4006,FACULDADE DE TECNOLOGIA SENAC PELOTAS (FATEC SENAC PELOTAS),FATEC SENAC PELOTAS,(53) 3225 6918,www.senacrs.com.br,misilva@senacrs.com.br,Rua Gonçalves Chaves - 602 - CEP: 96015-560 - Centro,Pelotas,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2004-10-04,4,2019,-,,3,2019,,,,Ativa
2085,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC ARRJ,03.672.347/0001-79,Privada sem fins lucrativos,3332,FACULDADE DE TECNOLOGIA SENAC RIO (FATEC),FATEC,(21) 25179264,https://www.rj.senac.br/faculdade-senac/,carmen.araujo@rj.senac.br;victor.lamas@rj.senac.br,Rua Santa Luzia - 735 - CEP: 20030-041 - Centro,Rio de Janeiro,RJ,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2002-12-09,4,2010,-,,4,2019,,,Em Descredenciamento voluntário,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,4817,FACULDADE DE TECNOLOGIA SENAI ANCHIETA,-,11-5908-9150,www.sp.senai.br/eletronica,senaianchieta@sp.senai.br;adsilva@sp.senai.br;mafelizola@sp.senai.br,Rua Gandavo - 550 - CEP: 04023-001 - Vila Mariana,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2008-11-17,4,2013,-,,-,,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,1526,FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF (SENAI),SENAI,(11) 3361 3787,www.sp.senai.br,senaivestuario@sp.senai.br;adsilva@sp.senai.br,Rua Anhaia - 1321 - CEP: 01130-000 - Bom Retiro,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2000-03-24,4,2018,-,,-,,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,4820,FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE,-,(16)21068700,www.sp.senai.br,mmarinho@sp.senai.br;lbretone@sp.senai.br;lgazzola@sp.senai.br;sebastiao.cordeiro@sp.senai.br,Rua Cândido Padim - 25 - CEP: 13574-320 - Vila Prado,São Carlos,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2008-05-12,4,2013,-,,4,2013,,,,Ativa
822,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.688/0001-55,Privada sem fins lucrativos,1958,FACULDADE DE TECNOLOGIA SENAI BLUMENAU (CET BLUMENAU),CET BLUMENAU,(47) 3321 9600,www.sc.senai.br,blumenau@sc.senai.br,Rua São Paulo - 1147 - CEP: 89012-001 - Victor Konder,Blumenau,SC,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2001-12-18,5,2021,4,2014,3,2019,,,,Ativa
2865,SENAI-SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.772.576/0001-65,Privada sem fins lucrativos,4532,FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE,-,67 3312-9403,www.fatec.ms.senai.br,roger@ms.senai.br,Avenida Afonso Pena - 1114 - CEP: 79005-903 - Amambaí,Campo Grande,MS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2008-12-05,3,2015,4,2013,3,2019,,,"Suspensão de ingresso nos cursos de especialização Lato Sensu , Vedação de Criação de Curso de Especialização Lato Sensu EaD",Ativa
822,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.688/0001-55,Privada sem fins lucrativos,1763,FACULDADE DE TECNOLOGIA SENAI CHAPECÓ (SENAI),SENAI,(49)33217301,www.sc.senai.br,chapeco@sc.senai.br,Rua Frei Bruno - 201 E - CEP: 89803-785 - Parque das Palmeiras,Chapecó,SC,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2001-07-09,4,2018,5,2015,4,2013,,,,Ativa
12614,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI,03.776.284/0001-09,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,13677,FACULDADE DE TECNOLOGIA SENAI CIC,-,(41) 32717277,https://www.faculdadesdaindustria.org.br/,alessandra.campos@sistemafiep.org.br;mantenedora@sistemafiep.org.br,RUA SENADOR ACCIOLY FILHO - 298 - CEP: 81310-010 - C.I.C.,Curitiba,PR,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2011-09-19,3,2016,5,2019,-,,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,14609,FACULDADE DE TECNOLOGIA SENAI CONDE JOSÉ VICENTE DE AZEVEDO,-,11-31467285,www.sp.senai.br,audie@sp.senai.br,Rua Moreira de Godói - 226 - CEP: 04266-060 - Ipiranga,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2012-10-22,4,2017,-,,-,,,,,Ativa
12614,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI,03.776.284/0001-09,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,14784,FACULDADE DE TECNOLOGIA SENAI CURITIBA,-,4132717588,https://www.faculdadesdaindustria.org.br/,alessandra.campos@sistemafiep.org.br;mantenedora@sistemafiep.org.br,Avenida Comendador Franco - 1341 - CEP: 80215-090 - Jardim Botânico,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2012-05-18,3,2016,-,,3,2019,,,,Ativa
2476,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,03.783.850/0001-00,Privada sem fins lucrativos,4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL (FATESG),FATESG,(62) 32691200,www.senaigo.com.br/faculdade-fatesg,luciane.senai@sistemafieg.org.br;dario@sistemafieg.org.br,Rua 227-A - 95 - CEP: 74610-060 - Setor Leste Universitário,Goiânia,GO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2005-01-26,4,2018,5,2021,3,2019,,,,Ativa
2865,SENAI-SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.772.576/0001-65,Privada sem fins lucrativos,19324,Faculdade de Tecnologia SENAI Dourados (FATEC Dourados),FATEC Dourados,(67) 3411-2600,http://www.fiems.com.br/senai,flaviadias@ms.senai.br,Rua 20 de Dezembro - 2445 - CEP: 79813-280 - Jardim Rasslem,Dourados,MS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2017-08-18,4,2016,-,,-,,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,-,(12)36095713,www.sp.senai.br,senaitaubate@sp.senai.br;sebastiao.cordeiro@sp.senai.br;jose.peixoto@sp.senai.br,Avenida Independência - 846 - CEP: 12031-001 - Independência,Taubaté,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2008-04-11,4,2013,-,,4,2013,,,,Ativa
822,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.688/0001-55,Privada sem fins lucrativos,3159,FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS (SENAI -SC - CTAI),SENAI -SC - CTAI,(48) 3239 5800,www.sc.senai.br,larissa.holler@sc.senai.br; fabricio.bittencout@edu.sc.senai.br,Rodovia Sc 401 - 3730 - CEP: 88032-005 - Saco Grande,Florianópolis,SC,Faculdade,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada sem fins lucrativos,2002-09-27,4,2018,4,2014,3,2019,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,17691,FACULDADE DE TECNOLOGIA SENAI GASPAR RICARDO JUNIOR,-,(15)32127400,www.sp.senai.br,sebastiao.cordeiro@sp.senai.br,Praça Roberto Mange - S/N - CEP: 18090-110 - Jardim Santa Rosália,Sorocaba,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2011-10-28,4,2017,-,,-,,,,,Ativa
2476,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,03.783.850/0001-00,Privada sem fins lucrativos,4100,FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA (FATECIB),FATECIB,(62) 3226 4500,www.senaigo.com.br,luciane.senai@sistemafieg.org.br;dario@sistemafieg.org.br,Armogaste J. Silveira - 612 - CEP: 74560-020 - Setor Centro Oeste,Goiânia,GO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2005-01-26,4,2018,-,,3,2016,,,,Ativa
822,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.688/0001-55,Privada sem fins lucrativos,3155,FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL (FATEC),FATEC,(47) 33729500,www.sc.senai.br,jaragua@sc.senai.br,Rua Isidoro Pedri - 263 - CEP: 89259-590 - Rio Molha,Jaraguá do Sul,SC,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2002-09-27,4,2020,5,2015,3,2019,,,,Ativa
822,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.688/0001-55,Privada sem fins lucrativos,1957,FACULDADE DE TECNOLOGIA SENAI JOINVILLE (SENAI DE JOINVILLE),SENAI DE JOINVILLE,(47) 3441 7700,www.sc.senai.br,joinville@sc.senai.br,Rua Arno Waldemar Dohler - 957 - CEP: 89218-153 - Santo Antônio,Joinville,SC,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2001-12-18,4,2017,5,2018,2,2019,,,,Ativa
12614,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI,03.776.284/0001-09,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,14786,FACULDADE DE TECNOLOGIA SENAI LONDRINA,-,(043) 3294-5100,https://www.faculdadesdaindustria.org.br/,alessandra.campos@sistemafiep.org.br; mantenedora@sistemafiep.org.br,Rua Belém - 844 - CEP: 86026-000 - Centro,Londrina,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2012-11-26,4,2017,-,,-,,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,4819,FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ,-,1137381266 1131467153,www.sp.senai.br,jricardo@sp.senai.br sebastiao.cordeiro@sp.senai.br,Rua Jaguaré Mirim - 71 - CEP: 05311-020 - Vila Leopoldina,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2008-03-18,4,2013,-,,3,2016,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,1286,Faculdade de Tecnologia Senai Mario Amato (SENAI),SENAI,(11) 4344 5000,www.sp.senai.br,senaimarioamato@sp.senai.br;sebastiao.cordeiro@sp.senai.br;sbalsamo@sp.senai.br;capcoelho@sp.senai.b,Avenida José Odorizzi - 1555 - CEP: 09861-000 - Assunção,São Bernardo do Campo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,1999-02-17,3,2019,-,,-,,,,,Ativa
3479,SENAI - SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.819.150/0001-10,Privada sem fins lucrativos,10116,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO (FATEC SENAI MT),FATEC SENAI MT,(65) 36121757,www.fatecsenaimt.com.br,rubens.oliveira@fatecsenaimt.ind.br; fatec@senaimt.ind.br; avaliacao.fatec@fatecsenaimt.ind.br;,Avenida XV de Novembro - 303 - CEP: 78020-300 - Porto,Cuiabá,MT,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2011-09-19,3,2016,-,,3,2019,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,4815,FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO,-,(11)3685-7951 / (11)3685-7962,www.sp.senai.br,senaiosasco@sp.senai.br;sebastiao.cordeiro@sp.senai.br,Rua Ari Barroso - 305 - CEP: 06216-901 - Presidente Altino,Osasco,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2008-10-07,4,2013,-,,-,,,,,Ativa
13506,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.789.272/0001-00,Privada sem fins lucrativos,14412,FACULDADE DE TECNOLOGIA SENAI PERNAMBUCO,-,81 32025132,,carla.araujo@sistemafiepe.org.br,Avenida Norte Miguel Arraes de Alencar - 539 - CEP: 50100-000 - Santo Amaro,Recife,PE,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2013-02-28,3,2017,-,,-,,,,,Ativa
2579,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL-SENAI,03.775.069/0001-85,Privada sem fins lucrativos,4107,FACULDADE DE TECNOLOGIA SENAI PORTO ALEGRE (FATEC SENAI),FATEC SENAI,(51) 39042600,www.senairs.org.br/fatec,marcio.basotti@senairs.org.br,Avenida Assis Brasil - 8450 - CEP: 91140-000 - Sarandi,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2006-11-06,4,2013,-,,3,2019,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,17690,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,-,(19) 3772-1840,http://campinas.sp.senai.br/,senaicampinas@sp.senai.br;sebastiao.cordeiro@sp.senai.br,Rua Pastor Cícero Canuto de Lima - 71 - CEP: 13036-210 - Parque Itália,Campinas,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2011-09-20,5,2017,-,,-,,,,,Ativa
2476,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,03.783.850/0001-00,Privada sem fins lucrativos,3920,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE (FATEC SENAI RM),FATEC SENAI RM,62 39026200,www.senaigo.com.br,diego.senai@sistemafieg.org.br;misclay.senai@sistemafieg.org.br,Avenida Engenheiro Roberto Mange - 239 - CEP: 75113-630 - Jundiaí,Anápolis,GO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2004-05-20,4,2015,-,,3,2013,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,15501,Faculdade de Tecnologia SENAI Roberto Simonsen,-,33225101,www.sp.senai.br,sebastiao.cordeiro@sp.senai.br;acarvalho@sp.senai.br,Rua Monsenhor Andrade - 298 - CEP: 03008-000 - Brás,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2013-04-16,4,2020,-,,-,,,,,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,15502,Faculdade de Tecnologia SENAI Suiço-Brasileira Paulo Ernesto Tolle,-,1156423440,www.sp.senai.br,jheroino@sp.senai.br;sebastiao.cordeiro@sp.senai.br; alexandre.vieira@sp.senai.br,Rua Bento Branco de Andrade Filho - 379 - CEP: 04757-000 - Jardim Dom Bosco,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2013-02-28,4,2018,-,,-,,,,,Ativa
12614,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI,03.776.284/0001-09,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,13674,FACULDADE DE TECNOLOGIA SENAI TELÊMACO BORBA,-,(42) 32714700 / (42) 32714736,https://www.faculdadesdaindustria.org.br/,alessandra.campos@sistemafiep.org.br;mantenedora@sistemafiep.org.br,AV. PRESIDENTE KENNEDY - 66 - CEP: 84261-400 - CENTRO,Telêmaco Borba,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2012-05-10,3,2016,-,,2,2016,,,Em Descredenciamento voluntário,Ativa
796,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.774.819/0001-02,Privada sem fins lucrativos,1150,Faculdade de Tecnologia Senai Theobaldo de Nigris (SP SENAI),SP SENAI,(11) 2797 6333,www.sp.senai.br,selma@sp.senai.br;sebastiao.cordeiro@sp.senai.br,Rua Bresser - 2315 - CEP: 03162-030 - Mooca,São Paulo,SP,Faculdade,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada sem fins lucrativos,1997-12-22,5,2018,5,2018,-,,,,Credenciamento EaD Provisório,Ativa
2092,FUNDACAO SALVADOR ARENA,59.107.300/0001-17,Privada sem fins lucrativos,3308,FACULDADE DE TECNOLOGIA TERMOMECÂNICA (FTT),FTT,(11)43596565/43596572,www.cefsa.org.br,ftt@cefsa.edu.br,Estrada dos Alvarengas - 4001 - CEP: 09850-550 - Alvarenga,São Bernardo do Campo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2002-12-20,4,2015,-,,3,2019,,,,Ativa
902,SOCIEDADE DE EDUCACAO SUPERIOR E CULTURA BRASIL S.A.,84.684.182/0001-57,Privada com fins lucrativos,3691,FACULDADE DE TECNOLOGIA TUPY DE SÃO BENTO DO SUL (FTT-SBS),FTT-SBS,047 3626 2222,www.sociesc.org.br/pt/ftt-sao-bento-do-sul/,regulatorio@animaeducacao.com.br,Rua Doutor Hans Dieter Schmidt - 879 - CEP: 89283-105 - Centenário,São Bento do Sul,SC,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2003-11-04,4,2018,-,,SC,2012,,,Sub Judice,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,4026,FACULDADE DE TECNOLOGIA ZONA LESTE (FATEC-ZL),FATEC-ZL,11-2026.1303,www.fateczl.edu.br,f111dir@cps.sp.gov.br,Rua Sonho Gaúcho - 641 - CEP: 03685-000 - Cidade AE Carvalho,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2002-02-01,-,,-,,3,2019,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15688,FACULDADE DE TECONOLOGIA DA ZONA SUL (FATEC ZONASUL),FATEC ZONASUL,58518949,www.fateczonasul.edu.br,secretaria@fateczonasul.edu.br,Rua Frederico Grotte - 322 - CEP: 05818-270 - Jardim Vergueiro,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2006-03-03,-,,-,,3,2019,,,,Ativa
1008,FATEB EDUCACAO INTEGRAL LTDA,00.904.138/0001-15,Privada com fins lucrativos,1536,FACULDADE DE TELÊMACO BORBA (FATEB),FATEB,(42) 3271 8000,www.fatebtb.edu.br,direcaoacademica@fatebtb.edu.br,Avenida Marechal Floriano Peixoto - 1181 - CEP: 84266-010 - Alto das Oliveiras,Telêmaco Borba,PR,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2000-06-27,5,2021,4,2019,3,2019,,,,Ativa
16134,UNIESP S.A,19.347.410/0001-31,Privada com fins lucrativos,18033,FACULDADE DE TEODORO SAMPAIO (FTS),FTS,(18)32823755,,legis.educ@universidadebrasil.edu.br,Rua Pará - 506 - CEP: 19280-000 - Estação,Teodoro Sampaio,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-08-18,3,2014,-,,-,,,,,Ativa
12227,ASSOCIACAO DE ESTUDOS SUPERIORES SANTO TOMAS DE AQUINO - AESTA,09.220.749/0001-19,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,13014,FACULDADE DE TEOLOGIA DA ARQUIDIOCESE DE BRASÍLIA (FATEO),FATEO,(61)32456491 / 33450397,www.fateo.edu.br,pifateo@fateo.edu.br,"SGAS Quadra 914, Conjunto B - - CEP: 70390-140 - Asa Sul",Brasília,DF,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2012-10-24,4,2017,-,,3,2019,,,,Ativa
3223,FUNDACAO EDUARDO CARLOS PEREIRA,43.718.824/0001-04,Privada sem fins lucrativos,5048,FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL,-,(11) 3111-7300,www.fatipi.edu.br,diretoria@fatipi.com.br,Rua Genebra - 180 - CEP: 01316-010 - Bela Vista,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2009-01-14,3,2015,4,2018,5,2019,,,,Ativa
